id,text,tags
2713,"“我的一天: 98%的工作+ 2%的生活”","{""mood"": [""mood_humor""], ""scene"": [""scene_work""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_complain""], ""theme"": [""theme_work_life""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""工作"", ""生活""]}"
2714,"我直接360度旋转一个滑步单膝下跪求婚💍","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial"", ""style_emoji_heavy""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 5, ""keywords"": [""求婚""]}"
2715,"“我怀念的 是无话不说”","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_nostalgia""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""怀念"", ""无话不说""]}"
2716,"“瞬息之间”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""瞬息""]}"
2717,"四处碰壁的四个“失败者”","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial"", ""style_pure_cn""], ""purpose"": [""purpose_complain""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""失败者""]}"
2718,"日落尤其温柔,人间皆是浪漫。","{""mood"": [""mood_romantic""], ""scene"": [""scene_nature""], ""style"": [""style_poetic"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""日落"", ""浪漫""]}"
2719,"想开一家早餐店名字就叫早点见面","{""mood"": [""mood_humor""], ""scene"": [""scene_food""], ""style"": [""style_colloquial"", ""style_pure_cn""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_foodie""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""早餐店"", ""早点见面""]}"
2720,"应该流幸福的眼泪。","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_minimal"", ""style_pure_cn""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""幸福"", ""眼泪""]}"
2721,"“想做你的树洞 倾听你的所有”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 2, ""keywords"": [""树洞""]}"
2722,"快乐聚餐→","{""mood"": [""mood_happy""], ""scene"": [""scene_social""], ""style"": [""style_minimal"", ""style_symbol_deco""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship""], ""relation"": ""relation_friend"", ""tone_level"": 3, ""keywords"": [""聚餐""]}"
2723,"我希望我平静 然后幸福 不麻木的那种","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""平静"", ""幸福""]}"
2724,"捕一点微风放进口袋⌇🌬️🚲🍃","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_emoji_heavy"", ""style_poetic""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""微风"", ""口袋"", ""自行车""]}"
2725,"是吃饭脑","{""mood"": [""mood_humor""], ""scene"": [""scene_food""], ""style"": [""style_colloquial"", ""style_pure_cn""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_foodie""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""吃饭""]}"
2726,"就不是普通简单的停留在皮肤表面了","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""皮肤""]}"
2727,"“此刻你原本的样子 便是最珍贵的存在.”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""样子"", ""珍贵""]}"
2728,"我追我自己的太阳","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""太阳""]}"
2729,"等风","{""mood"": [""mood_peaceful""], ""scene"": [""scene_nature""], ""style"": [""style_minimal"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_freedom""], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""风""]}"
2730,"我分享完了ᯅ̈","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial"", ""style_symbol_deco""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""分享""]}"
2731,"“平静去爱我们不确定的生活”","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""平静"", ""爱"", ""生活""]}"
2732,"生命在于腾空那一秒","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_freedom""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""生命"", ""腾空""]}"
2733,"太在意别人 只会迷失自已","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""在意"", ""别人"", ""迷失""]}"
2734,"🔸 物品:充电宝、防晒霜、小背包、保温杯(景区无便利店)","{""mood"": [""mood_peaceful""], ""scene"": [""scene_travel""], ""style"": [""style_minimal""], ""purpose"": [""purpose_record""], ""theme"": [""theme_travel_wander""], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""充电宝"", ""防晒霜"", ""小背包"", ""保温杯"", ""景区""]}"
2735,"在🏕山野间 森呼吸ᐝ","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_travel_wander"", ""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""山野"", ""森呼吸""]}"
2736,"苹果的第一万六千个故事梗","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""苹果""]}"
2737,"从幸福的六一开始","{""mood"": [""mood_happy""], ""scene"": [""scene_holiday""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""六一""]}"
2738,"奶茶为快乐而喝•ᴗ•","{""mood"": [""mood_happy""], ""scene"": [""scene_food""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_foodie"", ""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""奶茶""]}"
2739,"‎ / ◠ ◠ \ノ","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": []}"
2740,"算了 万事不如我平安","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""平安""]}"
2741,"“我庆幸我在走一条不完美的路.”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""不完美的路""]}"
2742,"没有爱 世界会冻僵(⑉• •⑉)..♡","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 3, ""keywords"": [""爱"", ""世界""]}"
2743,"一月祝我们有拥挤的新雪和喜悦","{""mood"": [""mood_healing""], ""scene"": [""scene_holiday""], ""style"": [""style_poetic""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_season_autumn_winter"", ""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""一月"", ""新雪"", ""喜悦""]}"
2744,"只有本体,与当下。","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""本体"", ""当下""]}"
2745,"夏天好友晚风小电动车的后座","{""mood"": [""mood_happy""], ""scene"": [""scene_nature""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship"", ""theme_season_spring""], ""relation"": ""relation_friend"", ""tone_level"": 3, ""keywords"": [""夏天"", ""好友"", ""晚风"", ""小电动车""]}"
2746,"快乐在发酵𓄢🧀","{""mood"": [""mood_happy""], ""scene"": [""scene_food""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_foodie"", ""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""快乐"", ""发酵""]}"
2747,"“在热爱里很慢很踏实”","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""热爱""]}"
2748,"“抱抱你碎掉的小星星”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_self_love""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""小星星""]}"
2749,"本月总结报告","{""mood"": [""mood_reflective""], ""scene"": [""scene_work""], ""style"": [""style_minimal""], ""purpose"": [""purpose_record""], ""theme"": [""theme_work_life""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""本月"", ""总结""]}"
2750,"没有照片的日子里都在努力搬砖","{""mood"": [""mood_humor""], ""scene"": [""scene_work""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [""theme_work_life""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""搬砖""]}"
2751,"磁力吸附牢牢固定搅拌珠","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""磁力吸附"", ""搅拌珠""]}"
2752,"“人不能没有饭搭子ツ ∩˃o˂∩ ᵎᵎᵎ”","{""mood"": [""mood_humor""], ""scene"": [""scene_social""], ""style"": [""style_emoji_heavy""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship"", ""theme_foodie""], ""relation"": ""relation_friend"", ""tone_level"": 4, ""keywords"": [""饭搭子""]}"
2753,"自从看见你之后,我石头剪刀布只能出剪刀了,因为你就是我的拳布","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_abstract""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 4, ""keywords"": [""石头剪刀布"", ""拳布""]}"
2754,"“狼狈比失去难受”","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""狼狈"", ""失去""]}"
2755,"“第九頁無聲海”","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_night_mood""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""第九页"", ""无声海""]}"
2756,"意外聚在一起凑成一个乐团的故事","{""mood"": [""mood_happy""], ""scene"": [""scene_social""], ""style"": [""style_essay""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship"", ""theme_music""], ""relation"": ""relation_friend"", ""tone_level"": 3, ""keywords"": [""乐团""]}"
2757,"以如常为喜,以如愿为安。","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_philosophy"", ""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""如常"", ""如愿""]}"
2758,"不活在你给的人设里","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_self_love"", ""theme_freedom""], ""relation"": ""relation_solo"", ""tone_level"": 3, ""keywords"": [""人设""]}"
2759,"“人生是旷野”","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_freedom"", ""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""人生"", ""旷野""]}"
2760,"▷共享好心情꒰+ ̊🛹🫧°˖꒱","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_symbol_deco""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""好心情""]}"
2761,"睡了吗 没睡出来吃夜宵","{""mood"": [""mood_humor""], ""scene"": [""scene_night""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_interact""], ""theme"": [""theme_foodie"", ""theme_night_mood""], ""relation"": ""relation_friend"", ""tone_level"": 4, ""keywords"": [""夜宵""]}"
2762,"而是从基底膜修护受损屏障 退红的速度很快","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""基底膜"", ""屏障"", ""退红""]}"
2763,"“在这个发霉的世界我想被阳光晒透.”","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_sunny"", ""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""发霉"", ""阳光""]}"
2764,"一天八百个情绪","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""情绪""]}"
2765,"那天我们跑赢了光","{""mood"": [""mood_energetic""], ""scene"": [""scene_nature""], ""style"": [""style_poetic""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship"", ""theme_sunny""], ""relation"": ""relation_friend"", ""tone_level"": 3, ""keywords"": [""光""]}"
2766,"多吃薯片少吃亏","{""mood"": [""mood_humor""], ""scene"": [""scene_food""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_foodie""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""薯片""]}"
